462,459
496,472
468,448
488,462
484,463
491,454
472,468
488,448
481,457
502,470
461,448
493,462
494,468
480,451
496,465
477,454
476,457
501,470
461,445
497,460
493,472
475,452
489,466
471,458
474,456
497,469
464,448
473,461
502,472
464,447
502,461
473,461
473,453
488,466
460,448
485,456
490,469
468,447
462,463
495,468
489,451
480,464
489,453
472,456
491,469
481,445
495,460
499,471
480,452
489,465
525,458
557,451
638,459
636,432
698,441
764,449
754,415
808,427
838,422
834,408
873,421
875,394
898,401
935,416
892,384
941,401
933,407
931,385
949,402
931,385
927,390
947,408
909,374
925,395
931,411
895,385
901,404
867,396
884,391
917,410
863,382
893,400
901,418
880,384
907,404
888,404
870,393
883,411
854,385
874,397
901,416
838,387
857,408
869,415
853,395
853,414
847,399
827,404
858,421
823,389
837,408
839,423
799,398
822,416
800,408
792,404
812,422
787,394
778,413
797,431
767,401
782,419
760,420
739,412
760,429
740,405
739,418
765,434
723,407
723,426
748,431
727,414
723,430
724,415
718,421
734,436
713,407
707,424
695,439
630,419
591,439
529,435
419,443
384,466
246,455
212,479
161,500
135,487
127,505
146,507
142,504
162,515
160,498
167,506
192,516
165,498
180,509
169,510
185,499
208,509
178,496
192,501
205,512
191,491
207,502
221,509
206,493
208,504
199,495
235,494
235,504
229,486
223,497
236,508
233,487
263,498
250,495
239,491
256,501
248,482
260,491
294,501
233,483
268,494
263,495
264,484
288,495
256,483
256,488
280,499
275,478
293,488
291,495
263,482
289,493
282,482
282,484
310,494
283,475
304,486
302,497
315,476
314,487
306,483
298,480
308,491
333,470
309,481
336,493
309,473
316,485
320,484
333,474
342,486
319,471
327,478
348,489
316,467
354,479
368,484
324,471
342,484
335,472
350,474
358,485
344,465
346,478
368,488
349,467
368,479
355,473
346,472
362,484
342,462
382,474
386,485
351,465
377,478
373,476
396,466
389,478
355,462
366,471
389,483
374,461
379,474
394,478
364,466
397,478
369,464
403,468
402,479
394,458
374,472
397,481
386,462
416,474
397,467
383,467
406,479
