444,453
469,469
427,417
451,435
465,473
434,443
459,466
441,438
442,429
466,460
426,431
449,458
473,469
433,416
456,442
448,447
440,449
465,467
427,413
447,430
473,463
430,434
454,460
455,449
437,416
461,450
433,430
446,451
471,466
428,416
453,433
461,461
435,442
460,465
438,427
443,418
468,449
427,428
451,461
469,465
434,412
458,440
444,441
442,455
467,465
428,414
450,427
474,466
433,438
458,455
453,442
440,413
464,441
430,434
446,471
471,505
426,467
448,512
449,550
427,552
450,591
420,567
428,591
453,644
407,626
432,669
445,683
410,642
434,680
413,679
413,689
440,709
394,645
420,667
444,702
403,669
431,696
420,672
412,651
439,682
398,655
421,680
452,695
403,630
431,656
429,668
412,654
440,672
405,620
421,622
449,659
404,624
432,646
441,637
413,595
440,626
414,618
422,626
450,640
404,580
432,603
449,636
414,600
441,624
425,597
422,580
449,610
406,583
431,610
457,619
413,557
439,587
432,595
421,588
449,606
411,556
430,562
457,599
412,565
438,590
441,585
420,544
447,572
418,560
430,573
457,591
412,525
438,547
451,571
421,548
447,566
427,529
431,479
460,479
421,391
452,354
479,299
448,190
479,167
474,147
475,124
501,133
470,87
491,99
513,141
478,124
498,160
492,158
481,149
500,194
468,198
482,229
502,253
462,204
482,234
483,261
463,256
486,282
458,248
467,250
489,281
451,256
473,285
485,289
457,252
479,277
460,286
463,294
487,314
448,264
470,284
489,317
454,298
476,321
464,305
459,291
480,324
444,305
464,331
489,342
448,282
470,317
468,331
455,322
479,343
447,300
461,306
484,346
445,321
468,345
475,347
452,307
474,336
451,330
459,343
482,359
443,302
466,324
480,354
450,337
473,360
458,337
456,318
479,351
441,332
463,356
486,371
447,309
469,338
462,349
454,347
477,373
442,321
460,325
484,356
445,332
468,365
471,351
452,317
475,348
447,339
459,363
482,377
442,318
465,341
475,368
448,364
471,385
451,349
454,343
477,375
438,356
460,387
479,397
444,340
467,367
454,370
450,380
475,400
436,345
457,355
482,393
441,369
464,396
461,378
447,354
470,387
438,376
453,397
478,419
