453,471
486,486
445,485
451,476
469,499
415,468
469,485
476,504
422,470
453,490
460,483
460,472
479,486
439,462
452,471
480,490
469,450
485,470
474,477
444,458
474,479
467,455
481,455
510,475
446,442
464,462
480,470
479,443
480,463
464,449
449,450
489,469
449,431
471,453
477,472
431,443
455,461
448,450
463,442
475,463
430,438
444,448
470,453
453,396
479,387
454,351
442,277
444,223
465,157
462,135
468,134
433,99
426,106
471,99
452,75
493,82
438,50
469,59
504,62
526,32
528,43
546,44
549,34
573,47
587,18
626,33
664,58
630,28
668,45
681,46
714,41
728,56
702,50
737,68
785,95
770,73
816,92
779,84
785,99
781,118
789,88
777,112
812,135
754,116
787,126
779,122
777,121
803,149
751,120
737,146
777,165
756,127
733,154
720,140
666,136
669,151
605,120
595,142
550,161
473,143
430,179
394,210
333,242
327,307
252,347
251,400
279,449
275,460
268,505
280,547
283,547
275,577
286,566
305,569
314,591
267,568
288,592
319,611
297,590
312,613
283,613
273,616
315,637
305,608
320,635
337,662
282,632
311,650
320,647
328,632
350,657
309,633
322,647
348,667
324,631
365,655
341,661
308,646
354,666
323,638
357,647
365,669
316,635
338,659
366,661
351,640
372,661
341,641
343,644
367,666
344,628
372,646
382,665
332,639
363,657
359,643
369,637
385,657
351,625
360,643
388,664
362,624
402,644
369,638
353,629
381,648
364,611
407,630
411,653
365,616
382,635
395,632
400,614
419,637
374,613
388,622
412,640
388,609
401,629
419,636
371,614
407,633
386,608
426,611
430,634
381,602
399,618
424,633
415,603
440,624
398,609
394,610
434,631
405,596
440,614
445,634
384,600
418,615
409,606
421,600
439,624
391,594
403,610
439,628
413,587
427,606
410,605
394,593
421,613
409,582
432,595
446,616
396,583
419,598
435,602
439,581
454,602
426,581
431,584
448,606
435,569
454,584
447,598
421,574
432,594
434,575
440,577
457,597
413,560
433,579
463,597
446,566
467,589
431,580
436,571
447,592
433,557
462,573
476,597
427,560
451,584
452,576
461,562
466,586
425,556
442,570
461,591
466,548
469,571
456,576
