0.69341,0.86807,0.17008,0.178,0
0.59211,0.47123,0.19256,0.18134,0
0.34103,0.81012,0.20415,0.22138,0
0.57129,0.86229,0.15564,0.14929,0
0.50408,0.81155,0.11081,0.19285,0
0.58531,0.5652,0.19224,0.1867,0
0.59954,0.75231,0.20164,0.20911,0
0.48737,0.7736,0.18888,0.18845,0
0.53529,0.86006,0.2125,0.18001,0
0.54099,0.74616,0.21226,0.17704,0
0.55805,0.76899,0.18527,0.14467,0
0.58357,0.80682,0.19015,0.16781,0
0.39995,0.85971,0.20362,0.16362,0
0.59902,0.82012,0.15906,0.16345,0
0.53672,0.50332,0.17997,0.20593,0
0.53731,0.6951,0.16262,0.19658,0
0.64003,0.81564,0.081001,0.14628,0
0.64003,0.81564,0.081001,0.14628,0
0.56444,0.76712,0.19259,0.15635,0
0.56954,0.82979,0.20706,0.12551,0
0.52092,0.79279,0.13314,0.18192,0
0.62446,0.67057,0.1443,0.14694,0
0.5893,0.75062,0.17671,0.13307,0
0.53342,0.73847,0.17063,0.14015,0
0.55512,0.44228,0.16191,0.18011,0
0.65797,0.62854,0.15158,0.14598,0
0.59187,0.51156,0.17114,0.18594,0
0.65969,0.75458,0.19786,0.14651,0
0.52324,0.79801,0.1885,0.1755,0
0.69326,0.75262,0.215,0.17489,0
0.49236,0.54265,0.21313,0.22906,0
0.44026,0.80753,0.11991,0.22676,0
0.38131,0.73208,0.18163,0.1686,0
0.46895,0.48048,0.20068,0.15834,0
0.58526,0.66866,0.15756,0.20137,0
0.40429,0.59694,0.076931,0.17046,0
0.59161,0.46319,0.16197,0.18984,0
0.66441,0.76434,0.18646,0.18053,0
0.46526,0.82451,0.15867,0.16588,0
0.42457,0.79836,0.18136,0.14427,0
0.34005,0.76069,0.19664,0.14765,0
0.53519,0.7649,0.19319,0.24328,0
0.42517,0.7909,0.18979,0.21376,0
0.44177,0.73327,0.16724,0.19138,0
0.59305,0.7067,0.19771,0.14335,0
0.47617,0.68824,0.23513,0.22537,0
0.48829,0.6502,0.17811,0.18221,0
0.52677,0.67352,0.19925,0.14886,0
0.32395,0.84722,0.1602,0.15294,0
0.48575,0.43782,0.16972,0.17682,0
0.49599,0.79149,0.16601,0.17633,0
0.525,0.6535,0.12933,0.1543,0
0.39761,0.82137,0.14173,0.13797,0
0.32717,0.74093,0.18943,0.20712,0
0.52682,0.85349,0.19562,0.15553,0
0.43486,0.72588,0.22647,0.187,0
0.44835,0.71288,0.14542,0.14862,0
0.51883,0.74873,0.2268,0.19659,0
0.48744,0.50283,0.17706,0.20287,0
0.48018,0.4925,0.18737,0.20241,0
0.61509,0.81957,0.16272,0.1347,0
0.52112,0.63859,0.15493,0.15443,0
0.55897,0.61541,0.19329,0.18597,0
0.42293,0.75859,0.17243,0.16078,0
0.73296,0.63842,0.16583,0.1547,0
0.3627,0.78074,0.15588,0.15432,0
0.61248,0.4609,0.1638,0.14148,0
0.4781,0.60151,0.18706,0.17106,0
0.56224,0.85176,0.17764,0.1564,0
0.51188,0.84786,0.19806,0.14764,0
0.53225,0.53726,0.18678,0.224,0
0.45004,0.38285,0.093189,0.17496,0
0.52414,0.47725,0.18625,0.18066,0
0.48764,0.55879,0.17282,0.19204,0
0.61015,0.6778,0.19009,0.20477,0
0.42285,0.6595,0.13484,0.19453,0
0.50572,0.81516,0.18192,0.13934,0
0.53945,0.5296,0.18202,0.22724,0
0.57776,0.57604,0.18329,0.19435,0
0.51514,0.68048,0.16412,0.15492,0
0.52206,0.75806,0.21175,0.14975,0
0.53193,0.4428,0.19126,0.19346,0
0.44095,0.5223,0.15959,0.20941,0
0.58202,0.58048,0.18505,0.22879,0
0.56521,0.58336,0.19569,0.21245,0
0.55175,0.54446,0.19176,0.18904,0
0.48765,0.57334,0.18498,0.18143,0
0.53705,0.77785,0.18519,0.13066,0
0.583,0.78088,0.18602,0.14617,0
0.57875,0.79575,0.17074,0.13312,0
0.47424,0.51445,0.16433,0.20184,0
0.53856,0.57184,0.20848,0.20091,0
0.53694,0.52944,0.17618,0.17141,0
0.50774,0.56188,0.18556,0.21026,0
0.43917,0.7442,0.18969,0.14671,0
0.49245,0.50976,0.18314,0.2172,0
0.49306,0.79411,0.18502,0.14194,0
0.44514,0.61534,0.17247,0.20372,0
0.48981,0.66999,0.22246,0.1555,0
0.56217,0.84725,0.18808,0.13701,0
0.54343,0.58406,0.20394,0.19963,4
0.5484,0.5681,0.20239,0.20531,4
0.49216,0.62347,0.1873,0.21008,4
0.50801,0.61174,0.19767,0.23174,4
0.52141,0.59808,0.20484,0.22952,4
0.54293,0.61874,0.21292,0.23986,4
0.48465,0.6068,0.19285,0.22535,4
0.52149,0.61339,0.20381,0.22754,4
0.54308,0.60397,0.20307,0.21712,4
0.54127,0.61223,0.20617,0.23573,4
0.5222,0.61651,0.20036,0.22093,4
0.54742,0.60173,0.20903,0.24318,4
0.519,0.6254,0.20168,0.21658,4
0.52732,0.60423,0.20667,0.2416,4
0.57603,0.5656,0.21278,0.24629,4
0.5359,0.58468,0.20844,0.24352,4
0.54455,0.57974,0.20439,0.24022,4
0.54088,0.5823,0.20526,0.23256,4
0.52816,0.57087,0.19372,0.23399,4
0.53415,0.59994,0.21454,0.24452,4
0.55326,0.58471,0.21346,0.22724,4
0.53627,0.58966,0.21397,0.25636,4
0.51785,0.62576,0.2041,0.22807,4
0.48321,0.65796,0.20093,0.22984,4
0.54779,0.5859,0.20991,0.23249,4
0.52686,0.60942,0.20946,0.22821,4
0.54268,0.58397,0.20803,0.25101,4
0.5587,0.58597,0.20681,0.23975,4
0.47916,0.64923,0.19999,0.23958,4
0.52136,0.64185,0.2159,0.24783,4
0.53383,0.60863,0.2071,0.23175,4
0.53269,0.61608,0.21559,0.24292,4
0.5353,0.61298,0.20699,0.23256,4
0.53735,0.60764,0.21152,0.24361,4
0.53151,0.60253,0.21605,0.24522,4
0.5136,0.60182,0.19137,0.23051,4
0.50948,0.62834,0.20624,0.2235,4
0.50928,0.59397,0.19514,0.22572,4
0.51668,0.60028,0.20378,0.2448,4
0.51736,0.62993,0.21211,0.23304,4
0.54284,0.61183,0.21019,0.23167,4
0.5364,0.58555,0.20572,0.24319,4
0.53781,0.57384,0.21379,0.23778,4
0.50694,0.62924,0.21033,0.25236,4
0.54637,0.59862,0.21765,0.23924,4
0.51927,0.63612,0.21177,0.24024,4
0.56256,0.56999,0.21415,0.24362,4
0.5369,0.56761,0.20863,0.24417,4
0.52305,0.59183,0.19817,0.2298,4
0.52041,0.61523,0.19826,0.23597,4
0.54891,0.063937,0.20993,0.062804,4
0.52689,0.58888,0.20535,0.24211,4
0.5107,0.62322,0.19824,0.23088,4
0.53425,0.57992,0.20778,0.24636,4
0.55979,0.61363,0.21578,0.24352,4
0.5293,0.6222,0.21201,0.24581,4
0.5616,0.58387,0.21235,0.24138,4
0.53083,0.60589,0.20498,0.24035,4
0.53147,0.60975,0.21348,0.2496,4
0.53235,0.60549,0.20318,0.23448,4
0.54163,0.57325,0.20677,0.24861,4
0.55482,0.56255,0.20511,0.25033,4
0.56384,0.59169,0.21932,0.24815,4
0.54403,0.60736,0.22432,0.25637,4
0.55137,0.58645,0.21759,0.25359,4
0.53174,0.62162,0.21398,0.24697,4
0.53288,0.60537,0.20784,0.23998,4
0.52227,0.61445,0.20927,0.23794,4
0.5338,0.5851,0.20617,0.2402,4
0.53127,0.61487,0.20814,0.23606,4
0.53391,0.61672,0.21569,0.24398,4
0.52382,0.61642,0.21227,0.23634,4
0.56929,0.56771,0.21946,0.23719,4
0.54087,0.6015,0.20975,0.24154,4
0.528,0.60654,0.21352,0.23844,4
0.49145,0.63338,0.20676,0.23953,4
0.52926,0.59963,0.20435,0.22985,4
0.52746,0.56396,0.1986,0.23933,4
0.50967,0.61472,0.20812,0.23037,4
0.55015,0.57905,0.20677,0.24011,4
0.60983,0.5461,0.22027,0.24334,4
0.56837,0.56283,0.2111,0.23711,4
0.53338,0.57825,0.20236,0.2397,4
0.54098,0.59854,0.21025,0.23015,4
0.54406,0.57168,0.20298,0.24182,4
0.52271,0.56606,0.20078,0.23972,4
0.51896,0.58138,0.20643,0.23766,4
0.55216,0.56007,0.2021,0.23044,4
0.53744,0.54621,0.20071,0.23116,4
0.56719,0.54677,0.21753,0.24683,4
0.53709,0.54545,0.1954,0.22148,4
0.56943,0.57033,0.21758,0.25286,4
0.53765,0.58347,0.20488,0.22932,4
0.54205,0.58091,0.20691,0.24236,4
0.54534,0.58087,0.20587,0.23968,4
0.5415,0.57752,0.21064,0.24198,4
0.52613,0.60314,0.21075,0.23782,4
0.55906,0.59975,0.20532,0.22463,4
0.48806,0.63634,0.20596,0.23548,4
0.51419,0.61007,0.20725,0.22851,4
0.49226,0.62802,0.28609,0.1707,2
0.49738,0.68349,0.28464,0.16358,2
0.54055,0.70733,0.28915,0.16365,2
0.54487,0.68824,0.29884,0.17358,2
