413,394
430,408
437,400
450,398
455,413
417,392
416,411
453,420
443,398
453,412
436,409
419,408
442,421
438,400
451,413
461,424
413,405
429,418
441,420
448,409
460,423
430,409
421,421
453,440
443,400
458,413
463,415
432,402
451,414
450,403
461,405
467,419
429,399
438,413
453,423
457,404
463,417
445,413
418,413
443,429
447,405
456,421
467,435
425,415
393,430
363,432
333,430
302,446
229,433
205,448
181,466
146,462
141,478
118,476
78,472
80,486
80,474
87,484
92,495
64,480
66,492
87,493
97,486
110,495
81,482
83,477
113,479
118,460
130,470
120,469
109,460
120,469
122,455
149,461
168,469
125,454
138,464
163,467
165,458
184,465
158,468
157,468
178,476
176,459
183,473
171,471
149,460
159,471
165,465
175,463
190,474
151,455
164,467
189,477
183,461
196,473
174,473
168,463
179,473
177,466
205,464
216,474
195,460
208,484
227,469
231,464
249,474
222,482
225,479
238,486
242,452
260,458
256,469
241,449
258,461
251,452
291,450
275,465
293,446
329,453
399,460
454,442
522,444
555,438
586,424
626,425
653,405
693,413
693,427
657,401
683,416
685,413
690,407
695,419
662,389
665,413
677,428
660,385
684,407
673,420
645,405
660,421
659,394
668,397
681,409
637,385
643,405
667,420
656,398
663,411
645,403
626,417
643,439
634,409
654,421
655,434
615,413
619,428
637,427
636,420
646,434
600,410
614,427
627,443
616,413
629,433
616,429
584,417
609,442
594,425
619,434
622,449
582,427
587,442
596,447
605,419
603,436
579,422
569,428
597,443
583,416
619,432
606,447
567,428
582,435
574,425
588,436
594,451
549,426
559,445
581,460
576,432
587,446
577,444
559,438
569,452
568,428
584,439
590,454
557,430
560,447
581,448
576,436
590,455
550,445
542,447
564,461
547,435
578,447
569,456
535,441
558,456
550,442
569,446
576,460
530,431
544,449
570,459
555,438
574,452
551,446
534,443
551,457
543,432
559,447
571,463
532,440
540,455
552,453
561,443
564,458
529,429
525,442
550,457
533,432
551,447
545,451
516,438
534,456
526,438
553,443
552,460
513,436
515,451
537,467
525,444
546,464
517,461
503,460
522,478
