508,464
467,479
489,494
492,463
487,445
508,449
476,428
476,449
485,458
486,442
501,457
488,463
464,449
481,494
480,462
487,456
498,471
463,486
475,499
488,479
486,448
500,463
481,457
478,458
491,469
482,445
486,463
537,494
508,484
521,468
525,447
537,430
540,445
508,427
506,477
535,470
519,460
532,460
526,464
499,453
521,468
504,475
524,457
534,471
497,448
509,466
524,449
472,430
476,442
386,452
341,472
314,481
254,457
237,477
197,516
140,486
129,501
110,501
100,514
103,512
61,492
61,500
71,530
65,543
71,555
50,550
42,550
53,531
52,516
76,527
64,531
50,523
55,532
64,523
85,525
93,532
61,517
69,558
89,558
90,543
105,553
88,521
91,518
104,518
112,504
128,510
132,513
105,522
111,520
121,505
145,507
147,551
114,528
128,543
140,517
145,510
164,523
153,518
153,516
173,529
176,504
195,510
214,522
180,515
186,542
204,535
211,529
229,540
204,501
211,500
243,511
240,492
242,519
287,499
327,492
393,506
457,504
529,470
608,502
618,462
685,457
736,452
758,423
787,446
741,421
736,430
753,445
727,409
742,428
744,438
699,421
721,458
699,427
721,429
727,447
678,449
683,460
710,469
689,444
717,445
685,427
674,430
693,446
677,418
698,428
699,441
657,415
669,465
677,426
665,454
682,466
644,441
649,458
679,474
648,412
664,430
656,434
626,415
637,453
625,435
647,420
650,475
612,445
622,461
640,430
626,414
649,433
616,416
616,430
631,446
625,419
631,460
635,473
606,431
611,470
618,436
617,439
643,450
587,427
603,441
621,452
608,428
628,444
594,475
600,429
606,449
597,444
603,466
622,480
580,464
591,479
603,476
594,469
612,454
582,432
578,444
590,458
583,441
591,485
592,455
559,443
582,463
570,435
573,441
596,459
558,433
567,453
582,458
574,441
588,456
550,444
561,450
565,465
559,437
577,450
561,476
526,477
547,489
545,477
556,445
565,461
534,445
545,454
562,493
548,469
556,482
526,477
526,475
551,489
537,461
554,475
554,489
515,427
524,449
537,455
539,443
555,452
521,438
527,444
541,460
525,433
541,481
547,450
520,452
540,458
527,435
562,441
555,457
509,440
514,436
