528,516
508,498
505,501
528,523
496,490
521,504
530,509
533,482
527,500
520,496
534,491
547,502
509,474
533,489
544,516
521,488
546,497
536,497
522,487
543,510
511,492
531,507
554,516
522,491
523,504
538,514
525,507
547,518
521,488
512,510
554,521
491,503
534,516
516,525
513,504
516,520
490,520
512,521
525,526
510,501
507,520
537,541
517,513
530,525
544,516
539,502
535,527
532,502
526,515
569,527
520,492
553,511
540,522
545,494
550,515
512,490
543,505
544,513
552,490
552,505
552,521
525,489
578,515
516,503
545,509
547,521
535,490
536,513
536,534
515,507
510,525
537,512
506,505
553,524
503,505
550,506
556,530
559,472
560,493
565,499
561,489
549,510
552,484
532,493
574,511
536,489
550,502
557,514
553,486
550,506
541,495
541,500
573,511
521,482
557,498
554,521
544,496
564,511
548,493
531,492
564,504
525,492
543,505
567,512
527,483
533,504
559,501
528,497
573,508
527,491
546,496
553,522
543,492
549,507
568,517
523,492
568,513
515,505
551,515
559,519
534,485
539,505
547,524
534,494
552,511
526,501
533,495
535,516
530,486
527,506
557,518
519,484
548,505
532,513
536,497
535,520
536,490
534,508
549,530
519,500
543,515
552,518
509,500
543,516
510,503
543,506
537,522
503,499
527,509
536,530
521,499
543,516
494,504
517,502
505,527
507,502
526,516
542,530
502,500
525,519
523,518
513,506
528,518
515,492
531,497
552,513
531,484
544,505
546,505
527,482
542,511
536,493
524,501
546,518
522,479
539,502
542,519
519,500
550,507
526,500
536,503
545,520
518,490
548,504
560,520
520,488
539,507
535,504
533,506
559,519
523,486
536,500
542,522
517,497
544,512
545,514
518,499
548,516
535,503
536,507
574,522
525,488
530,516
560,530
520,507
569,523
536,509
538,510
549,531
529,510
532,518
562,538
522,509
544,518
526,526
546,518
543,533
524,500
525,517
555,538
519,507
542,516
527,520
525,503
527,522
523,505
532,515
538,528
523,494
539,509
536,527
514,509
540,516
516,506
525,508
545,523
516,505
536,517
560,528
522,504
545,514
533,512
543,503
560,518
533,491
544,495
567,527
532,489
549,502
549,518
