457,447
497,443
529,466
479,477
393,415
424,437
493,460
517,463
500,481
395,428
397,425
478,462
490,445
510,472
459,467
387,419
443,446
490,447
516,471
498,480
399,420
433,432
492,461
514,451
510,471
417,432
391,421
473,454
490,450
530,476
466,474
390,417
437,441
494,452
517,475
502,477
389,417
410,427
490,467
509,450
504,473
426,441
402,416
455,444
472,426
498,425
448,405
345,315
358,310
410,302
441,290
408,276
311,200
326,188
396,218
430,207
439,229
361,208
328,185
369,213
418,220
469,253
434,260
373,209
387,226
476,261
504,272
498,289
402,241
415,234
488,271
518,267
543,289
499,280
434,232
483,262
517,273
552,295
525,307
434,249
440,267
538,301
561,300
554,320
462,287
451,271
514,310
537,307
564,337
525,340
430,280
482,300
531,314
565,335
538,346
440,289
453,301
526,346
543,342
550,365
479,339
429,308
495,338
517,334
534,368
520,380
413,318
458,340
528,364
553,377
537,390
439,338
445,336
516,378
545,373
551,403
488,388
427,341
491,369
517,371
556,399
536,410
426,345
464,357
531,393
540,399
542,422
453,373
436,358
509,392
533,390
557,425
500,414
423,354
474,379
516,391
559,410
523,401
439,307
466,289
551,307
560,293
576,335
470,343
444,380
460,472
502,515
506,591
475,623
360,568
402,586
473,606
491,622
479,635
377,571
383,571
463,611
476,603
501,629
413,607
375,561
437,589
460,585
498,616
466,624
370,550
400,559
470,588
485,595
487,613
387,559
396,545
457,585
477,573
504,602
434,587
371,533
428,558
465,562
499,591
474,601
373,529
404,539
468,575
497,563
497,586
407,536
391,516
460,551
481,537
512,569
467,568
383,503
433,523
477,539
514,554
496,568
389,502
412,505
487,554
503,539
505,560
433,531
385,494
467,528
483,518
517,552
483,556
391,489
431,508
488,526
506,535
498,548
403,483
400,486
478,526
497,508
512,531
464,506
375,456
439,483
493,473
489,487
504,480
399,399
388,400
498,425
493,436
504,462
409,424
406,416
472,460
502,459
520,491
460,482
396,430
442,456
495,470
513,491
507,504
391,438
413,455
490,489
521,484
505,504
437,476
407,449
471,481
506,471
526,503
